ACCOUNTNO	NAMEADDRID	NAMETYPE	NAME	CAREOF	ADDRESS1	ADDRESS2	CITY	STATE	ZIPCODE	PARCELNB	MHSPACE	PARCELSEQ	AREAID	ACCTTYPE	BUSINESSNAME	MAPNO	BORDERINGCOUNTY	BACODE	LAGENT	STREETNO	EXTENT	DIRECTION	STREETNAME	DESIGNATION	DIRECTIONSUFFIX	SUFFIX	UNITNUMBER	LOCCITY	ZIPCODE	LEGAL	APRDIST	BA_OWNER_ID	BA_LOCATION	LANDSQFT	SUBCODE	SUBNAME	CONDOCODE	CONDONAME	SALEP	SALEDT	DOCFEE	DEEDTYPE	BLOCK	LOT	CONDOUNIT	BOOK	PAGE	RECEPTION_NO	MILL_LEVY	CLASSCD1	CLASSCD1_DESC	CLASSCD2	CLASSCD2_DESC	CLASSCD3	CLASSCD3_DESC	CLASSCD4	CLASSCD4_DESC	CLASSCD5	CLASSCD5_DESC	TAXYEAR	LANDACT	IMPACT	LANDASD	IMPASD	ACRES	SQFT	UNITS	CUR_TAX	CUR_FEE	CUR_INT	CUR_PAY	CUR_BAL	LST_TAX	LST_FEE	LST_INT	LST_PAY	LST_BAL
U202630			PUBLIC SERVICE COMPANY OF COLORADO EL064		PROPERTY TAX DEPT	PO BOX 1979	DENVER	CO	80201-1979	000000000000		U202630	041					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													547.514000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	51650	0	14980	0	0	0										
U202630			PUBLIC SERVICE COMPANY OF COLORADO EL064		PROPERTY TAX DEPT	PO BOX 1979	DENVER	CO	80201-1979	000000000000		U202630	042					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													547.514000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	122650	0	35570	0	0	0										
U202630			PUBLIC SERVICE COMPANY OF COLORADO EL064		PROPERTY TAX DEPT	PO BOX 1979	DENVER	CO	80201-1979	000000000000		U202630	043					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													547.514000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	40140	0	11640	0	0	0										
U202630			PUBLIC SERVICE COMPANY OF COLORADO EL064		PROPERTY TAX DEPT	PO BOX 1979	DENVER	CO	80201-1979	000000000000		U202630	088					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													547.514000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	2650	0	770	0	0	0										
U203615			AMERICAN SODA LLP PC690	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203615	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1690	0	490	0	0	0										
U203615			AMERICAN SODA LLP PC690	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203615	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1100	0	320	0	0	0										
U203615			AMERICAN SODA LLP PC690	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203615	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203615			AMERICAN SODA LLP PC690	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203615	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	380	0	110	0	0	0										
U203615			AMERICAN SODA LLP PC690	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203615	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	2900	0	840	0	0	0										
U203615			AMERICAN SODA LLP PC690	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203615	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	140	0	40	0	0	0										
U203615			AMERICAN SODA LLP PC690	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203615	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203595			THE DAVID J JOSEPH COMPANY PC905	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203595	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1760	0	510	0	0	0										
U203595			THE DAVID J JOSEPH COMPANY PC905	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203595	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1170	0	340	0	0	0										
U203595			THE DAVID J JOSEPH COMPANY PC905	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203595	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	30	0	10	0	0	0										
U203595			THE DAVID J JOSEPH COMPANY PC905	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203595	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	410	0	120	0	0	0										
U203595			THE DAVID J JOSEPH COMPANY PC905	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203595	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	3070	0	890	0	0	0										
U203595			THE DAVID J JOSEPH COMPANY PC905	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203595	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	100	0	30	0	0	0										
U203595			THE DAVID J JOSEPH COMPANY PC905	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203595	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203746			GULF POWER COMPANY PC855		ATTN TAX DEPARTMENT BIN 732	1 ENERGY PL	PENSACOLA	FL	32520-0732			U203746	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	10690	0	3100	0	0	0										
U203746			GULF POWER COMPANY PC855		ATTN TAX DEPARTMENT BIN 732	1 ENERGY PL	PENSACOLA	FL	32520-0732			U203746	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	7340	0	2130	0	0	0										
U203746			GULF POWER COMPANY PC855		ATTN TAX DEPARTMENT BIN 732	1 ENERGY PL	PENSACOLA	FL	32520-0732			U203746	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	240	0	70	0	0	0										
U203746			GULF POWER COMPANY PC855		ATTN TAX DEPARTMENT BIN 732	1 ENERGY PL	PENSACOLA	FL	32520-0732			U203746	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	2380	0	690	0	0	0										
U203746			GULF POWER COMPANY PC855		ATTN TAX DEPARTMENT BIN 732	1 ENERGY PL	PENSACOLA	FL	32520-0732			U203746	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	18970	0	5500	0	0	0										
U203746			GULF POWER COMPANY PC855		ATTN TAX DEPARTMENT BIN 732	1 ENERGY PL	PENSACOLA	FL	32520-0732			U203746	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	720	0	210	0	0	0										
U203746			GULF POWER COMPANY PC855		ATTN TAX DEPARTMENT BIN 732	1 ENERGY PL	PENSACOLA	FL	32520-0732			U203746	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203550			PROCOR LTD PC240	C/O UNION TANK CAR CO		175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U203550	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	2140	0	620	0	0	0										
U203550			PROCOR LTD PC240	C/O UNION TANK CAR CO		175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U203550	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1410	0	410	0	0	0										
U203550			PROCOR LTD PC240	C/O UNION TANK CAR CO		175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U203550	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	30	0	10	0	0	0										
U203550			PROCOR LTD PC240	C/O UNION TANK CAR CO		175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U203550	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	450	0	130	0	0	0										
U203550			PROCOR LTD PC240	C/O UNION TANK CAR CO		175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U203550	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	3720	0	1080	0	0	0										
U203550			PROCOR LTD PC240	C/O UNION TANK CAR CO		175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U203550	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	140	0	40	0	0	0										
U203550			PROCOR LTD PC240	C/O UNION TANK CAR CO		175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U203550	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	30	0	10	0	0	0										
U203722			CENEX HARVEST STATES PC859	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203722	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													77.316000	8412	STATE ASSESSED-CARLINES									2015	0	100	0	30	0	0	0										
U203722			CENEX HARVEST STATES PC859	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203722	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													77.316000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U203722			CENEX HARVEST STATES PC859	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203722	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													77.316000	8412	STATE ASSESSED-CARLINES									2015	0	170	0	50	0	0	0										
U202537			T-MOBILE WEST CORP TM449		PROPERTY TAX DEPARTMENT	12920 SE 38TH ST	BELLEVUE	WA	98006-1350			U202537	010																	 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													91.836000	8440	STATE ASSESSED - TELEPHONE									2015	0	215380	0	62460	0	0	0										
U202537			T-MOBILE WEST CORP TM449		PROPERTY TAX DEPARTMENT	12920 SE 38TH ST	BELLEVUE	WA	98006-1350			U202537	035																	 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													91.836000	8440	STATE ASSESSED - TELEPHONE									2015	0	23100	0	6700	0	0	0										
U202537			T-MOBILE WEST CORP TM449		PROPERTY TAX DEPARTMENT	12920 SE 38TH ST	BELLEVUE	WA	98006-1350			U202537	032																	 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													91.836000	8440	STATE ASSESSED - TELEPHONE									2015	0	124970	0	36240	0	0	0										
U203563			HELM PACIFIC LEASING PC935	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203563	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	4310	0	1250	0	0	0										
U203563			HELM PACIFIC LEASING PC935	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203563	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	2970	0	860	0	0	0										
U203563			HELM PACIFIC LEASING PC935	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203563	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203563			HELM PACIFIC LEASING PC935	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203563	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	930	0	270	0	0	0										
U203563			HELM PACIFIC LEASING PC935	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203563	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	7450	0	2160	0	0	0										
U203563			HELM PACIFIC LEASING PC935	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203563	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	210	0	60	0	0	0										
U203563			HELM PACIFIC LEASING PC935	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U203563	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202515			ROCKY MOUNTAIN TRANSPORTATION PC882		PROPERTY TAX DEPT	PO BOX 1417	BROOMFIELD	CO	80038-1417	000000000000		U202515	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	100	0	30	0	0	0										
U202515			ROCKY MOUNTAIN TRANSPORTATION PC882		PROPERTY TAX DEPT	PO BOX 1417	BROOMFIELD	CO	80038-1417	000000000000		U202515	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202515			ROCKY MOUNTAIN TRANSPORTATION PC882		PROPERTY TAX DEPT	PO BOX 1417	BROOMFIELD	CO	80038-1417	000000000000		U202515	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202515			ROCKY MOUNTAIN TRANSPORTATION PC882		PROPERTY TAX DEPT	PO BOX 1417	BROOMFIELD	CO	80038-1417	000000000000		U202515	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	30	0	10	0	0	0										
U202515			ROCKY MOUNTAIN TRANSPORTATION PC882		PROPERTY TAX DEPT	PO BOX 1417	BROOMFIELD	CO	80038-1417	000000000000		U202515	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	140	0	40	0	0	0										
U202515			ROCKY MOUNTAIN TRANSPORTATION PC882		PROPERTY TAX DEPT	PO BOX 1417	BROOMFIELD	CO	80038-1417	000000000000		U202515	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202515			ROCKY MOUNTAIN TRANSPORTATION PC882		PROPERTY TAX DEPT	PO BOX 1417	BROOMFIELD	CO	80038-1417	000000000000		U202515	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203694			INFINITY RAIL LLC PC957		PROPERTY TAX DEPT JEFF EDELMAN	1355 PEACHTREE ST NE STE 750 SOUTH TOWER	ATLANTA	GA	30309-3265			U203694	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	550	0	160	0	0	0										
U203694			INFINITY RAIL LLC PC957		PROPERTY TAX DEPT JEFF EDELMAN	1355 PEACHTREE ST NE STE 750 SOUTH TOWER	ATLANTA	GA	30309-3265			U203694	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	380	0	110	0	0	0										
U203694			INFINITY RAIL LLC PC957		PROPERTY TAX DEPT JEFF EDELMAN	1355 PEACHTREE ST NE STE 750 SOUTH TOWER	ATLANTA	GA	30309-3265			U203694	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203694			INFINITY RAIL LLC PC957		PROPERTY TAX DEPT JEFF EDELMAN	1355 PEACHTREE ST NE STE 750 SOUTH TOWER	ATLANTA	GA	30309-3265			U203694	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	100	0	30	0	0	0										
U203694			INFINITY RAIL LLC PC957		PROPERTY TAX DEPT JEFF EDELMAN	1355 PEACHTREE ST NE STE 750 SOUTH TOWER	ATLANTA	GA	30309-3265			U203694	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	970	0	280	0	0	0										
U203694			INFINITY RAIL LLC PC957		PROPERTY TAX DEPT JEFF EDELMAN	1355 PEACHTREE ST NE STE 750 SOUTH TOWER	ATLANTA	GA	30309-3265			U203694	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U203694			INFINITY RAIL LLC PC957		PROPERTY TAX DEPT JEFF EDELMAN	1355 PEACHTREE ST NE STE 750 SOUTH TOWER	ATLANTA	GA	30309-3265			U203694	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203610			ACN COMMUNICATIONS SERVICES INC TX414	C/O JOE HARTMAN		1000 PROGRESS PL	CONCORD	NC	28025-2449			U203610	135																	 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													45.846000	8440	STATE ASSESSED - TELEPHONE									2015	0	5170	0	1500	0	0	0										
U203662			SCHLUMBERGER TECH CORP PC201	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203662	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	280	0	80	0	0	0										
U203662			SCHLUMBERGER TECH CORP PC201	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203662	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	170	0	50	0	0	0										
U203662			SCHLUMBERGER TECH CORP PC201	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203662	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203662			SCHLUMBERGER TECH CORP PC201	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203662	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U203662			SCHLUMBERGER TECH CORP PC201	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203662	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	480	0	140	0	0	0										
U203662			SCHLUMBERGER TECH CORP PC201	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203662	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	30	0	10	0	0	0										
U203662			SCHLUMBERGER TECH CORP PC201	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203662	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203661			VTG RAIL PC044			103 W VANDALIA ST STE 200	EDWARDSVILLE	IL	62025-1958			U203661	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	450	0	130	0	0	0										
U203661			VTG RAIL PC044			103 W VANDALIA ST STE 200	EDWARDSVILLE	IL	62025-1958			U203661	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	280	0	80	0	0	0										
U203661			VTG RAIL PC044			103 W VANDALIA ST STE 200	EDWARDSVILLE	IL	62025-1958			U203661	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203661			VTG RAIL PC044			103 W VANDALIA ST STE 200	EDWARDSVILLE	IL	62025-1958			U203661	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	100	0	30	0	0	0										
U203661			VTG RAIL PC044			103 W VANDALIA ST STE 200	EDWARDSVILLE	IL	62025-1958			U203661	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	830	0	240	0	0	0										
U203661			VTG RAIL PC044			103 W VANDALIA ST STE 200	EDWARDSVILLE	IL	62025-1958			U203661	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U203661			VTG RAIL PC044			103 W VANDALIA ST STE 200	EDWARDSVILLE	IL	62025-1958			U203661	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202681			AIR LIQUIDE AMERICA CORP PC180	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202681	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	100	0	30	0	0	0										
